City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,gao,16.6362,1.637,39.35,4,86,0.47,ML,1681923481
1,linkou,45.3,130.2833,8.38,66,100,2.21,CN,1681923482
2,porto novo,6.4965,2.6036,26.9,69,99,4.49,BJ,1681923482
3,adamstown,-25.066,-130.1015,24.61,76,39,4.14,PN,1681923482
4,hamilton,39.1834,-84.5333,22.64,41,75,3.6,US,1681923362
5,macas,-2.3167,-78.1167,23.86,73,75,3.6,EC,1681923483
6,srandakan,-7.9386,110.2506,25.17,90,43,0.83,ID,1681923484
7,arkhangel'sk,64.5401,40.5433,4.06,75,75,4.0,RU,1681923484
8,olonkinbyen,70.9221,-8.7187,1.74,89,27,7.04,SJ,1681923484
9,port-aux-francais,-49.35,70.2167,5.54,68,51,14.6,TF,1681923485
10,bilibino,68.0546,166.4372,-9.02,95,100,1.32,RU,1681923485
11,kushiro,42.975,144.3747,3.81,95,87,0.46,JP,1681923486
12,puerto natales,-51.7236,-72.4875,14.25,54,75,14.4,CL,1681923486
13,bethel,41.3712,-73.414,11.46,53,100,6.17,US,1681923487
14,ribeira grande,38.5167,-28.7,14.87,88,75,7.72,PT,1681923487
15,kenai,60.5544,-151.2583,0.64,74,0,1.54,US,1681923487
16,smithers,54.7804,-127.1743,0.18,100,100,1.03,CA,1681923314
17,waddan,29.1614,16.139,25.87,17,0,3.76,LY,1681923488
18,vadso,70.0744,29.7487,5.49,75,75,7.2,NO,1681923489
19,edinburgh of the seven seas,-37.0676,-12.3116,17.67,68,100,10.13,SH,1681923489
20,christchurch,-43.5333,172.6333,13.84,90,100,4.63,NZ,1681923257
21,arecibo,18.4724,-66.7157,32.08,73,9,2.68,PR,1681923291
22,port elizabeth,-33.918,25.5701,21.29,79,0,1.54,ZA,1681923490
23,ilhabela,-23.7781,-45.3581,25.51,78,93,3.62,BR,1681923491
24,puerto ayora,-0.7393,-90.3518,27.53,91,99,1.34,EC,1681923491
25,goronyo,13.4423,5.6763,40.38,16,85,4.97,NG,1681923492
26,talnakh,69.4865,88.3972,-15.44,94,100,2.35,RU,1681923492
27,brookings,44.3114,-96.7984,11.77,84,100,4.12,US,1681923492
28,bredasdorp,-34.5322,20.0403,17.99,61,100,1.31,ZA,1681923493
29,taoudenni,22.6783,-3.9836,38.25,10,13,9.17,ML,1681923493
30,papatowai,-46.5619,169.4708,9.29,92,18,2.5,NZ,1681923494
31,nantucket,41.2835,-70.0995,12.3,49,0,9.77,US,1681923494
32,chkalovsk,56.7647,43.2433,7.64,70,40,2.89,RU,1681923495
33,waitangi,-43.9535,-176.5597,16.01,93,100,4.02,NZ,1681923495
34,lebu,-37.6167,-73.65,15.63,77,48,7.25,CL,1681923495
35,miyako,39.6367,141.9525,7.66,74,97,2.01,JP,1681923496
36,pilar do sul,-23.8131,-47.7164,23.24,44,82,5.53,BR,1681923496
37,marquette,46.5333,-87.6335,1.69,74,100,0.45,US,1681923290
38,stanley,54.868,-1.6985,12.1,66,0,4.63,GB,1681923497
39,mount isa,-20.7333,139.5,21.87,37,40,6.69,AU,1681923498
40,podgornoye,51.735,39.1496,14.12,26,0,4.0,RU,1681923499
41,thompson,55.7435,-97.8558,-4.91,54,75,3.6,CA,1681923500
42,holualoa,19.6228,-155.9522,21.39,85,99,2.24,US,1681923221
43,port lincoln,-34.7333,135.8667,14.79,64,99,3.05,AU,1681923501
44,tocopilla,-22.092,-70.1979,22.27,71,15,3.23,CL,1681923502
45,blackmans bay,-43.0167,147.3167,9.29,73,60,3.99,AU,1681923503
46,grytviken,-54.2811,-36.5092,3.33,88,87,2.56,GS,1681923503
47,whitehorse,60.7161,-135.0538,1.84,100,75,0.0,CA,1681923504
48,lovisa,60.4566,26.2251,6.74,58,7,1.51,FI,1681923504
49,polyarnyy,69.1989,33.4478,3.55,87,95,9.0,RU,1681923505
50,susuman,62.7833,148.1667,-13.92,98,94,2.49,RU,1681923505
51,muisne,0.6,-80.0333,28.55,72,95,3.36,EC,1681923506
52,iqaluit,63.7506,-68.5145,-9.15,86,100,0.0,CA,1681923506
53,minas de marcona,-15.2119,-75.1103,21.6,55,6,5.87,PE,1681923506
54,qaqortoq,60.7167,-46.0333,0.86,88,92,1.33,GL,1681923507
55,hermanus,-34.4187,19.2345,17.11,81,100,1.8,ZA,1681923507
56,saqqez,36.2499,46.2735,14.63,54,33,2.56,IR,1681923508
57,cabo san lucas,22.8909,-109.9124,28.12,71,96,0.89,MX,1681923244
58,tefe,-3.3542,-64.7114,31.06,66,40,5.14,BR,1681923509
59,coquimbo,-29.9533,-71.3436,19.85,59,0,6.17,CL,1681923289
60,udachny,66.4167,112.4,-17.61,100,80,1.99,RU,1681923509
61,isafjordur,66.0755,-23.124,6.02,93,75,5.14,IS,1681923510
62,pyapon,16.2833,95.6833,27.79,77,0,5.29,MM,1681923510
63,jamaame,0.0697,42.745,28.14,71,100,3.6,SO,1681923511
64,west island,-12.1568,96.8225,26.99,89,75,9.26,CC,1681923511
65,anadyr,64.75,177.4833,-3.72,85,75,7.0,RU,1681923511
66,ad dabbah,18.05,30.95,33.56,6,0,4.14,SD,1681923512
67,albany,42.6001,-73.9662,7.73,65,80,0.89,US,1681923512
68,fortuna,40.5982,-124.1573,8.19,87,27,0.89,US,1681923513
69,karelichy,53.5653,26.1378,11.72,55,99,5.25,BY,1681923513
70,ylitornio,66.3089,23.6773,1.54,100,100,0.92,FI,1681923513
71,mount pearl,47.5166,-52.7813,3.03,82,100,8.23,CA,1681923514
72,muroto-misakicho,33.2833,134.15,18.32,91,100,2.56,JP,1681923514
73,celestun,20.8667,-90.4,29.94,53,3,3.03,MX,1681923514
74,ilha de mocambique,-15.0342,40.7358,26.93,77,57,6.59,MZ,1681923515
75,tanout,14.9709,8.8879,39.25,10,19,3.21,NE,1681923515
76,fu'an,27.0892,119.6453,22.04,98,100,0.58,CN,1681923515
77,gadzhiyevo,69.2551,33.3362,3.27,88,95,9.04,RU,1681923516
78,natal,-5.795,-35.2094,32.36,62,20,4.63,BR,1681923385
79,vilyuchinsk,52.9306,158.4028,2.15,85,100,3.46,RU,1681923517
80,grants,35.1473,-107.8514,14.13,11,0,11.32,US,1681923484
81,galveston,29.3669,-94.9669,28.35,75,40,6.69,US,1681923517
82,hassi messaoud,31.6804,6.0729,37.92,5,40,2.57,DZ,1681923518
83,yellowknife,62.456,-114.3525,-0.71,59,20,5.14,CA,1681923445
84,ushuaia,-54.8,-68.3,9.81,71,75,9.77,AR,1681923408
85,odacho-oda,35.1833,132.5,15.69,96,85,1.98,JP,1681923520
86,trinity beach,-16.7888,145.6968,22.78,96,100,5.14,AU,1681923521
87,aykhal,66.0,111.5,-15.33,100,96,2.45,RU,1681923521
88,newman,37.3138,-121.0208,12.72,38,3,2.24,US,1681923522
89,al bawiti,28.3492,28.8659,28.88,26,100,7.47,EG,1681923522
90,san antonio de pale,-1.4014,5.6325,28.75,77,100,4.61,GQ,1681923522
91,longyearbyen,78.2186,15.6401,-6.09,63,20,5.14,SJ,1681923523
92,vila do maio,15.1333,-23.2167,26.44,76,80,7.75,CV,1681923523
93,bridgewater,44.3835,-64.5155,10.06,78,96,7.72,CA,1681923523
94,fort bragg,35.139,-79.006,29.0,28,0,2.57,US,1681923524
95,ilulissat,69.2167,-51.1,-7.79,82,91,3.26,GL,1681923524
96,palu,-0.8917,119.8707,24.46,96,76,0.99,ID,1681923524
97,margaret river,-33.95,115.0667,12.93,64,0,3.49,AU,1681923525
98,patong,7.8961,98.2966,29.08,76,27,4.42,TH,1681923525
99,peskovka,59.0448,52.3606,5.16,59,29,1.72,RU,1681923525
100,alto barinas,8.5931,-70.2261,26.04,69,100,3.56,VE,1681923525
101,kidal,18.4411,1.4078,38.16,3,93,2.49,ML,1681923526
102,nigde,37.8333,34.75,9.7,76,92,3.39,TR,1681923526
103,ha'il,27.5219,41.6907,26.01,36,20,2.06,SA,1681923516
104,grand forks,47.9417,-97.4337,0.96,93,100,7.72,US,1681923527
105,alice springs,-23.7,133.8833,10.75,82,0,3.09,AU,1681923527
106,karachi,24.9056,67.0822,26.9,54,40,2.06,PK,1681923304
107,whistler,50.1164,-122.9695,2.62,75,75,0.0,CA,1681923526
108,kismayo,-0.3582,42.5454,28.34,74,100,5.87,SO,1681923527
109,avarua,-21.2078,-159.775,23.03,100,100,1.54,CK,1681923528
110,aasiaat,68.7098,-52.8699,-7.45,75,100,3.78,GL,1681923528
111,enewetak,11.3474,162.3373,26.24,82,100,10.55,MH,1681923528
112,iskateley,67.6803,53.1512,-0.52,93,100,7.22,RU,1681923529
113,raduzhny,62.0961,77.475,-8.81,98,92,2.39,RU,1681923529
114,ta`u,-14.2336,-169.5144,28.45,76,82,8.71,AS,1681923529
115,punta arenas,-53.15,-70.9167,12.06,66,40,16.98,CL,1681923529
116,haiku-pauwela,20.9219,-156.3051,22.25,91,100,12.86,US,1681923529
117,vilyuysk,63.7553,121.6247,-12.35,99,84,1.46,RU,1681923530
118,invercargill,-46.4,168.35,11.68,82,18,0.89,NZ,1681922859
119,nogliki,51.8333,143.1667,-1.56,96,31,3.43,RU,1681923530
120,forster,-32.1667,152.5167,12.3,100,54,2.0,AU,1681923530
121,nova vicosa,-17.8919,-39.3719,33.65,54,23,4.6,BR,1681923530
122,cockburn town,21.4612,-71.1419,25.82,78,27,5.85,TC,1681923531
123,mayya,61.7333,130.2811,-2.38,98,100,2.14,RU,1681923531
124,copiapo,-27.3667,-70.3333,18.83,24,0,2.98,CL,1681923412
125,monrovia,6.3005,-10.7969,31.87,69,62,4.06,LR,1681923531
126,broken hill,-31.95,141.4333,11.62,61,1,5.72,AU,1681923532
127,colonia,50.9333,6.95,14.95,30,0,8.23,DE,1681923532
128,richards bay,-28.783,32.0377,22.53,80,0,5.45,ZA,1681923532
129,weno,7.4515,151.8468,26.15,84,100,9.7,FM,1681923533
130,pedra,-8.4969,-36.9408,32.3,40,100,1.04,BR,1681923533
131,bamboo flat,11.7,92.7167,27.8,80,15,3.48,IN,1681923533
132,olinda,-8.0089,-34.8553,30.85,62,40,4.63,BR,1681923342
133,batesville,35.7698,-91.641,24.97,47,0,7.2,US,1681923533
134,khash,28.2211,61.2158,19.24,19,1,2.14,IR,1681923534
135,buala,-8.145,159.5921,25.56,79,47,1.43,SB,1681923534
136,vorkuta,67.5,64.0,-5.19,97,99,3.7,RU,1681923534
137,port alfred,-33.5906,26.891,24.54,76,56,4.64,ZA,1681923534
138,utrik,11.2278,169.8474,26.51,80,100,9.06,MH,1681923535
139,tabou,4.423,-7.3528,29.17,70,76,4.74,CI,1681923535
140,klyuchi,52.2667,79.1667,-6.02,82,6,3.86,RU,1681923535
141,las lomitas,-24.7096,-60.593,28.65,33,0,3.06,AR,1681923535
142,atafu village,-8.5421,-172.5159,27.82,71,59,1.43,TK,1681923535
143,songjianghe,42.1859,127.479,14.59,27,100,4.65,CN,1681923536
144,dalnegorsk,44.5604,135.5701,6.82,70,100,0.24,RU,1681923536
145,camayenne,9.535,-13.6878,32.05,66,20,6.17,GN,1681923536
146,kone,-21.0595,164.8658,20.97,91,1,0.39,NC,1681923536
147,kimbe,-5.5502,150.1429,24.16,92,88,1.63,PG,1681923537
148,kirensk,57.7853,108.1119,-9.38,87,96,2.4,RU,1681923537
149,saint croix,17.7397,-64.7388,28.25,75,0,7.72,VI,1681923537
150,wailua homesteads,22.0669,-159.378,21.24,85,30,3.48,US,1681923537
151,ibatiba,-20.2339,-41.5106,28.41,55,56,4.84,BR,1681923537
152,sao joao da barra,-21.6403,-41.0511,30.05,53,91,8.51,BR,1681923495
153,vershino-darasunskiy,52.35,115.5167,-8.2,76,100,8.38,RU,1681923538
154,amherst,41.3978,-82.2224,12.77,62,0,2.24,US,1681923317
155,mil'kovo,55.6078,37.7956,14.27,51,96,3.59,RU,1681923538
156,cestos city,5.46,-9.5828,28.75,76,93,4.46,LR,1681923538
157,malango,-2.9627,119.9001,20.06,98,100,0.73,ID,1681923539
158,afaahiti,-17.75,-149.2833,23.93,83,87,7.23,PF,1681923539
159,redmond,47.674,-122.1215,8.3,85,100,3.13,US,1681923303
160,angaur state,6.906,134.13,28.77,74,13,5.25,PW,1681923539
161,port mathurin,-19.6833,63.4167,26.38,76,32,8.35,MU,1681923540
162,muynoq,43.7683,59.0214,12.0,57,61,7.86,UZ,1681923540
163,birobidzhan,48.8,132.95,5.69,39,90,0.87,RU,1681923540
164,college,64.8569,-147.8028,-5.79,70,20,2.06,US,1681923541
165,constantia,44.1833,28.65,11.5,92,100,4.21,RO,1681923541
166,argo,37.6333,22.7333,16.55,70,91,0.44,GR,1681923542
167,pawayan,28.0667,80.1,31.14,24,94,4.95,IN,1681923543
168,mahina,-17.5065,-149.489,24.87,83,40,1.54,PF,1681923543
169,santa maria,-29.6842,-53.8069,17.61,42,0,4.63,BR,1681923544
170,egilsstadir,65.2653,-14.3948,16.95,48,0,4.63,IS,1681923545
171,ust'-kulom,61.6864,53.6902,-1.89,94,39,0.34,RU,1681923545
172,salinas,36.6777,-121.6555,13.77,60,0,2.57,US,1681923278
173,mugia,43.1041,-9.2179,18.42,77,24,2.29,ES,1681923547
174,petropavlovsk-kamchatsky,53.0452,158.6483,1.33,75,75,5.0,RU,1681923547
175,hithadhoo,-0.6,73.0833,28.93,68,100,1.58,MV,1681923336
176,kodiak,57.79,-152.4072,1.73,55,75,6.69,US,1681923548
177,shakhun'ya,57.6758,46.6114,8.61,54,77,2.51,RU,1681923549
178,turbat,26.0023,63.044,27.67,37,29,2.05,PK,1681923549
179,zeya,53.75,127.2667,-3.27,80,100,1.68,RU,1681923549
180,kisangani,0.5167,25.2,28.0,59,99,0.63,CD,1681923550
181,jamestown,42.097,-79.2353,8.62,71,75,3.09,US,1681923478
182,bathsheba,13.2167,-59.5167,29.34,65,40,6.69,BB,1681923551
183,yalta,44.5,34.1667,13.82,81,40,3.36,UA,1681923551
184,al khaburah,23.9886,57.0984,26.45,54,97,0.64,OM,1681923552
185,chimoio,-19.1164,33.4833,16.9,91,43,0.32,MZ,1681923552
186,la'ie,21.6477,-157.9253,24.23,85,100,5.28,US,1681923420
187,namibe,-15.1961,12.1522,25.97,74,86,4.91,AO,1681923553
188,kapuskasing,49.4169,-82.4331,-3.95,74,100,7.2,CA,1681923554
189,charlottetown,46.2352,-63.1267,9.32,72,100,3.09,CA,1681923291
190,hastings,50.8552,0.5729,13.96,20,67,10.31,GB,1681923554
191,kaspiyskiy,45.3929,47.3707,12.27,54,73,8.61,RU,1681923555
192,tiksi,71.6872,128.8694,-22.26,100,100,1.75,RU,1681923555
193,acapulco de juarez,16.8634,-99.8901,29.99,58,100,3.07,MX,1681923360
194,bayanaul,50.7889,75.6956,-11.11,88,9,1.42,KZ,1681923556
195,puerto el triunfo,13.2833,-88.55,30.4,58,32,3.71,SV,1681923556
196,sao jose da coroa grande,-8.8978,-35.1478,29.69,67,95,4.99,BR,1681923557
197,mizque,-17.941,-65.3402,22.06,61,95,3.58,BO,1681923557
198,talcahuano,-36.7167,-73.1167,17.82,59,0,4.12,CL,1681923558
199,kaga bandoro,6.9896,19.1874,31.88,38,96,0.73,CF,1681923558
200,okhotsk,59.3833,143.3,-7.1,81,51,4.57,RU,1681923559
201,shiyan,32.6475,110.7781,20.89,78,0,0.47,CN,1681923559
202,burang,30.25,81.1667,-1.92,93,65,2.94,CN,1681923560
203,cromer,52.9312,1.2989,12.0,73,9,9.6,GB,1681923560
204,kudahuvadhoo,2.6708,72.8944,28.86,68,100,0.65,MV,1681923561
205,tambura,5.6,27.4667,28.34,46,100,2.35,SS,1681923561
206,toliara,-23.35,43.6667,25.42,80,45,1.23,MG,1681923366
207,al ghayzah,16.2079,52.176,28.37,62,3,5.28,YE,1681923562
208,saipan,15.1355,145.701,26.47,100,40,5.14,MP,1681923563
209,arraial do cabo,-22.9661,-42.0278,23.92,88,100,8.75,BR,1681923563
210,ghogha,21.6833,72.2833,32.94,37,32,5.0,IN,1681923563
211,languyan,5.2618,120.0807,26.02,86,64,1.01,PH,1681923564
212,ankazobe,-18.3167,47.1167,18.94,87,94,2.39,MG,1681923564
213,rabaul,-4.1967,152.1721,26.09,82,74,3.11,PG,1681923565
214,bayanhongor,46.7167,100.1167,-6.92,21,0,0.54,MN,1681923566
215,mokshan,53.4365,44.6132,11.8,38,79,2.81,RU,1681923567
216,keflavik,64.0049,-22.5624,10.95,93,100,11.83,IS,1681923568
217,baud,20.8333,84.3167,33.77,16,0,1.14,IN,1681923569
218,labrador city,52.9463,-66.9114,2.95,81,100,2.57,CA,1681923569
219,port saint john's,-31.6229,29.5448,24.05,57,0,5.87,ZA,1681923570
220,kievka,50.2619,71.5514,-2.49,85,15,3.31,KZ,1681923571
221,carnarvon,-24.8667,113.6333,24.66,41,75,6.69,AU,1681923571
222,belidzhi,41.8918,48.4125,9.92,81,28,0.62,RU,1681923571
223,lompoc,34.6391,-120.4579,17.61,55,20,8.94,US,1681923572
224,fabens,31.5023,-106.1586,22.86,11,0,8.8,US,1681923572
225,flying fish cove,-10.4217,105.6791,26.76,81,35,8.33,CX,1681923573
226,slave lake,55.2834,-114.769,1.99,87,100,2.57,CA,1681923573
227,gwadar,25.1216,62.3254,26.41,72,29,6.03,PK,1681923573
228,uturoa,-16.7333,-151.4333,27.78,79,94,6.88,PF,1681923574
229,vorgashor,67.5833,63.95,-5.36,97,99,3.69,RU,1681923574
230,ingeniero jacobacci,-41.3427,-69.5448,18.59,43,33,3.16,AR,1681923574
231,iwamizawa,43.2003,141.7597,7.47,90,100,1.31,JP,1681923575
232,pacific grove,36.6177,-121.9166,13.54,65,0,4.47,US,1681923575
233,montego bay,18.4712,-77.9188,29.32,65,20,6.17,JM,1681923408
234,fernandina beach,30.6697,-81.4626,27.77,40,0,3.09,US,1681923357
235,uberaba,-19.7483,-47.9319,20.32,94,100,4.12,BR,1681923576
236,hilo,19.7297,-155.09,23.47,91,0,6.17,US,1681923465
237,jinchang,38.4953,102.1739,8.43,23,76,0.69,CN,1681923577
238,st. john's,47.5649,-52.7093,4.26,80,100,8.23,CA,1681923286
239,constantina,36.365,6.6147,19.67,59,75,2.57,DZ,1681923578
240,alaghsas,17.0187,8.0168,41.94,12,40,4.12,NE,1681923578
241,saint-pierre,-21.3393,55.4781,25.82,73,0,1.54,RE,1681923578
242,sen monorom,12.45,107.2,22.28,79,94,2.35,KH,1681923579
243,fauske,67.2588,15.3918,7.19,99,100,1.15,NO,1681923579
244,hondo,32.45,130.2,17.14,89,100,0.54,JP,1681923579
245,ancud,-41.8697,-73.8203,14.81,87,99,1.44,CL,1681923580
246,lazaro cardenas,17.9583,-102.2,28.43,58,87,3.29,MX,1681923520
247,new norfolk,-42.7826,147.0587,9.95,76,76,0.89,AU,1681923580
248,balabac,7.9868,117.0645,27.77,79,49,3.09,PH,1681923581
249,port douglas,-16.4833,145.4667,24.06,83,100,2.66,AU,1681923581
250,mana,5.6592,-53.7767,27.59,76,36,3.87,GF,1681923581
251,perleberg,53.0667,11.8667,8.21,76,65,8.28,DE,1681923581
252,raduzhnyy,62.0961,77.475,-8.81,98,92,2.39,RU,1681923529
253,bernsdorf,51.3667,14.0667,7.0,93,96,1.51,DE,1681923582
254,coahuayana de hidalgo,18.7,-103.6583,31.28,37,69,2.59,MX,1681923582
255,aljezur,37.3191,-8.8033,18.41,70,5,4.53,PT,1681923582
256,mitsamiouli,-11.3847,43.2844,27.85,77,100,4.21,KM,1681923582
257,gisborne,-38.6533,178.0042,14.45,91,16,3.29,NZ,1681923583
258,berbera,10.4396,45.0143,29.24,73,12,4.77,SO,1681923583
259,dukku,10.8231,10.7717,37.32,17,70,3.99,NG,1681923583
260,hadibu,12.65,54.0333,28.19,71,30,3.16,YE,1681923583
261,catumbela,-12.4314,13.5472,28.48,77,24,1.75,AO,1681923584
262,port augusta,-32.5,137.7667,13.39,67,2,4.01,AU,1681923584
263,san patricio,28.017,-97.5169,26.93,64,93,8.0,US,1681923584
264,la passe,45.5549,-0.8967,22.13,59,56,2.5,FR,1681923584
265,sao gabriel da cachoeira,-0.1303,-67.0892,30.89,84,20,2.57,BR,1681923585
266,bikenibeu village,1.3673,173.1241,27.98,78,20,3.6,KI,1681923585
267,bodaybo,57.8506,114.1933,-10.42,93,100,0.66,RU,1681923585
268,qui nhon,13.7667,109.2333,26.44,82,3,2.99,VN,1681923586
269,khandyga,62.6667,135.6,-4.63,96,100,1.05,RU,1681923586
270,kavieng,-2.5744,150.7967,26.33,81,62,0.84,PG,1681923586
271,yerkoy,39.6381,34.4672,14.23,63,42,2.2,TR,1681923586
272,champerico,14.3,-91.9167,33.3,59,5,3.87,GT,1681923587
273,shache,38.4167,77.2406,14.45,26,100,3.28,CN,1681923563
274,lerwick,60.1545,-1.1494,10.0,73,12,3.59,GB,1681923588
275,hawaiian paradise park,19.5933,-154.9731,23.35,97,100,7.37,US,1681923588
276,geraldton,-28.7667,114.6,16.23,55,47,2.57,AU,1681923589
277,saint-francois,46.4154,3.9054,19.69,45,0,3.6,FR,1681923590
278,bengkulu,-3.8004,102.2655,25.23,88,97,1.08,ID,1681923591
279,rebola,3.7167,8.8333,22.62,83,100,8.23,GQ,1681923591
280,saudarkrokur,65.7461,-19.6394,10.27,82,96,6.21,IS,1681923592
